Orgao Julgador;Justiça;Tribunal;Grau;PCA_AP_G;TSNE_AP_G;PCA;PCA_FF;TSNE_FF;TSNE
1ª vara cível da comarca de mafra - tjsc;Estadual;TJSC;G1;0;28;0;;;171
2ª v de feitos de rel de cons. civel e comerciais de feira de santana - tjba;Estadual;TJBA;G1;0;28;0;;;171
2ª vara cível da comarca de araranguá - tjsc;Estadual;TJSC;G1;0;28;0;;;171
2ª vara dos feitos de rel. de cons. civeis e comerciais de itaberaba - tjba;Estadual;TJBA;G1;0;28;0;;;171
2ª vara judicial da comarca de estância velha - tjrs;Estadual;TJRS;G1;26;499;0;;;171
3ª vara (cível, família e sucessões) - tjgo;Estadual;TJGO;G1;0;28;0;;;171
3ª vara primavera do leste - tjmt;Estadual;TJMT;G1;0;28;0;;;171
4ª v de feitos de rel de cons. cível e comerciais de feira de santana - tjba;Estadual;TJBA;G1;0;28;0;;;171
8vara cível cuiaba - tjmt;Estadual;TJMT;G1;0;28;0;;;171
juizado especial - 8� unidade comarca de fortaleza - benfica - tjce;Estadual;TJCE;G1;0;28;0;;;171
juizado especial cível - tjmg;Estadual;TJMG;JE;26;562;0;;;171
juizado especial cível adjunto - igrejinha - tjrs;Estadual;TJRS;JE;26;534;0;;;171
juizado especial civel crim. de bananal - tjsp;Estadual;TJSP;JE;26;505;0;;;171
sexta vara c�vel da comarca de joinville - tjsc;Estadual;TJSC;G1;0;28;0;;;171
vara adjunta do jec - são josé do ouro - tjrs;Estadual;TJRS;JE;26;562;0;;;171
vara adjunta do jec - são sebastião do caí - tjrs;Estadual;TJRS;JE;26;534;0;;;171
vara judicial da comarca de ibirubá - tjrs;Estadual;TJRS;G1;26;466;0;;;171
vara judicial da comarca de nonoai - tjrs;Estadual;TJRS;G1;0;28;0;;;171
02 civel de atibaia - tjsp;Estadual;TJSP;G1;0;28;0;;;172
02 civel de jau - tjsp;Estadual;TJSP;G1;0;28;0;;;172
02 civel de jundiai - tjsp;Estadual;TJSP;G1;0;28;0;;;172
02 cumulativa de vila mimosa - tjsp;Estadual;TJSP;G1;0;28;0;;;172
1ª vara regional de mangabeira - tjpb;Estadual;TJPB;G1;0;28;0;;;172
2ª vara cível - bento gonçalves - tjrs;Estadual;TJRS;G1;0;28;0;;;172
juizado especial civel crim. de presidente epitacio - tjsp;Estadual;TJSP;JE;26;477;0;;;172
vara adjunta do jec - tramandaí - tjrs;Estadual;TJRS;JE;26;477;0;;;172
02 civel de avare - tjsp;Estadual;TJSP;G1;0;143;-1;;;173
1� vara da comarca de momba�a - tjce;Estadual;TJCE;G1;0;143;1;;;173
10ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;272;-1;;;173
11ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;281;-1;;;173
14ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;281;-1;;;173
16ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;272;-1;;;173
17ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;272;-1;;;173
18ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;272;-1;;;173
19ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;272;-1;;;173
1ª vara do juizado especial cível de ananindeua - tjpa;Estadual;TJPA;JE;26;493;-1;;;173
2� vara da comarca de eusebio - tjce;Estadual;TJCE;G1;0;143;1;;;173
20ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;143;-1;;;173
31ª vara cível - tjgo;Estadual;TJGO;G1;0;143;-1;;;173
4ª vara cível - caxias do sul - tjrs;Estadual;TJRS;G1;0;143;-1;;;173
4ª vara cível de são luís - tjma;Estadual;TJMA;G1;0;272;-1;;;173
5a. vara civel de joao pessoa - tjpb;Estadual;TJPB;G1;0;143;1;;;173
6ª vara cível - tjgo;Estadual;TJGO;G1;0;272;-1;;;173
7ª vara cível e de acidentes de trabalho - tjam;Estadual;TJAM;G1;0;281;-1;;;173
9ª vara cível e empresarial de belém - tjpa;Estadual;TJPA;G1;0;143;-1;;;173
linhares - 1ª vara cível e comercial - tjes;Estadual;TJES;G1;0;278;-1;;;173
primeira vara c�vel da comarca de ararangu� - tjsc;Estadual;TJSC;G1;26;504;-1;;;173
segunda vara c�vel da comarca de s�o francisco do sul - tjsc;Estadual;TJSC;G1;0;143;-1;;;173
vara c?vel de planaltina - tjdft;Estadual;TJDFT;G1;0;272;-1;;;173
vila velha - 3ª vara cível - tjes;Estadual;TJES;G1;0;143;1;;;173
vila velha - 4ª vara cível - tjes;Estadual;TJES;G1;0;272;-1;;;173
vitória - 5ª vara cível - tjes;Estadual;TJES;G1;0;348;-1;;;173
02 civel de birigui - tjsp;Estadual;TJSP;G1;0;18;0;;;174
02 civel de franca - tjsp;Estadual;TJSP;G1;0;18;0;;;174
03 civel de campinas - tjsp;Estadual;TJSP;G1;0;50;0;;;174
04 civel de sao bernardo do campo - tjsp;Estadual;TJSP;G1;0;18;0;;;174
05 civel de franca - tjsp;Estadual;TJSP;G1;0;18;0;;;174
07 civel de guarulhos - tjsp;Estadual;TJSP;G1;0;18;0;;;174
08 civel de santo andre - tjsp;Estadual;TJSP;G1;0;305;0;;;174
10 civel de guarulhos - tjsp;Estadual;TJSP;G1;0;18;0;;;174
1ª v dos feitos de rel de cons civ e comerciais  de casa nova - tjba;Estadual;TJBA;G1;0;305;0;;;174
1ª vara cível - campo bom - tjrs;Estadual;TJRS;G1;0;18;0;;;174
02 civel de caraguatatuba - tjsp;Estadual;TJSP;G1;0;30;0;;;175
02 vara juizado especial civel de campinas - tjsp;Estadual;TJSP;JE;26;468;0;;;175
03 civel de santos - tjsp;Estadual;TJSP;G1;0;30;0;;;175
03 civel de sao vicente - tjsp;Estadual;TJSP;G1;0;30;0;;;175
03 civel de sertaozinho - tjsp;Estadual;TJSP;G1;0;30;0;;;175
03 civel de tatuape - tjsp;Estadual;TJSP;G1;0;30;0;;;175
04 civel de itaquera - tjsp;Estadual;TJSP;G1;0;30;0;;;175
04 civel de lapa - tjsp;Estadual;TJSP;G1;0;30;0;;;175
04 civel de piracicaba - tjsp;Estadual;TJSP;G1;0;30;0;;;175
06 civel de piracicaba - tjsp;Estadual;TJSP;G1;0;30;0;;;175
1? vara do juizado especial c?vel do gama (1a vara do juizado esp. de compet. geral-gama) - tjdft;Estadual;TJDFT;JE;26;505;0;;;175
10º juizado especial cível - porto alegre - tjrs;Estadual;TJRS;JE;26;468;0;;;175
11ª câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;650;0;;;175
18ª câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;668;0;;;175
1ª juizado especial cível - nova brasilândia - tjro;Estadual;TJRO;JE;26;468;0;;;175
1ª v dos feitos de rel de cons civ e comerciais de chorrochó - tjba;Estadual;TJBA;G1;0;306;0;;;175
1ª vara cível da comarca de itapema - tjsc;Estadual;TJSC;G1;0;30;0;;;175
1ª vara cível da comarca de são joão del-rei - tjmg;Estadual;TJMG;G1;0;30;0;;;175
1ª vara cível do foro regional do sarandi da comarca de porto alegre - tjrs;Estadual;TJRS;G1;0;30;0;;;175
2ª vara cível - cachoeira do sul - tjrs;Estadual;TJRS;G1;0;306;0;;;175
2ª vara cível da comarca de três corações - tjmg;Estadual;TJMG;G1;0;30;0;;;175
2ª vara de estreito - tjma;Estadual;TJMA;G1;0;306;0;;;175
2ª vara judicial da comarca de três de maio - tjrs;Estadual;TJRS;G1;26;609;0;;;175
3ª vara cível da comarca de pouso alegre - tjmg;Estadual;TJMG;G1;0;30;0;;;175
gab. 01 - 2ª câmara de direito comercial - tjsc;Estadual;TJSC;G2;36;650;0;;;175
vara adjunta do jec - sarandi - tjrs;Estadual;TJRS;JE;26;468;0;;;175
vara adjunta do jec - veranópolis - tjrs;Estadual;TJRS;JE;26;468;0;;;175
vara c?vel, de fam?lia e de ?rf?os e sucess?es do itapo? - tjdft;Estadual;TJDFT;G1;0;30;0;;;175
vara judicial da comarca de dois irmãos - tjrs;Estadual;TJRS;G1;0;306;0;;;175
vara juizado esp. civel crim. de piracicaba - tjsp;Estadual;TJSP;JE;26;468;0;;;175
vara juizado especial civel de aracatuba - tjsp;Estadual;TJSP;JE;26;468;0;;;175
02 civel de cotia - tjsp;Estadual;TJSP;G1;0;21;0;;;176
07 civel de osasco - tjsp;Estadual;TJSP;G1;0;21;0;;;176
1? vara do juizado especial c?vel de brazl?ndia (1a vara do juizado esp. de compet. geral-brazl?ndia) - tjdft;Estadual;TJDFT;G1;0;21;0;;;176
1ª vara cível da comarca de santa luzia - tjmg;Estadual;TJMG;G1;0;30;0;;;176
02 civel de diadema - tjsp;Estadual;TJSP;G1;0;-1;0;;;177
2ª vara cível da comarca de arcoverde - tjpe;Estadual;TJPE;G1;0;122;0;;;177
4ª vara cível e empresarial de belém - tjpa;Estadual;TJPA;G1;0;262;-1;;;177
4ª vara especializada fazenda publica - tjmt;Estadual;TJMT;G1;0;313;0;;-1;394
vara da fazenda pública da comarca de ipojuca - tjpe;Estadual;TJPE;G1;0;313;0;;21;394
linhares - 2ª vara cível e comercial - tjes;Estadual;TJES;G1;0;262;-1;;;177
segunda vara c�vel da comarca de conc�rdia - tjsc;Estadual;TJSC;G1;26;486;-1;;;177
02 civel de franco da rocha - tjsp;Estadual;TJSP;G1;0;128;0;;;178
07 civel de sao bernardo do campo - tjsp;Estadual;TJSP;G1;0;128;0;;;178
1� vara de familia e sucessoes da comarca de sobral - tjce;Estadual;TJCE;G1;0;128;0;;;178
2ª v da familia suces. orfaos interd. e ausentes de camacari - tjba;Estadual;TJBA;G1;0;128;0;;;178
2ª v dos feitos de rel. de cons. cíveis comerciais e acid. trab. de teixeira de freitas - tjba;Estadual;TJBA;G1;0;128;0;;;178
gab. 04 - 3ª câmara de direito civil - tjsc;Estadual;TJSC;G2;36;650;0;;;178
quarta vara c�vel da comarca de balne�rio cambori� - tjsc;Estadual;TJSC;G1;0;128;0;;;178
02 civel de jacarei - tjsp;Estadual;TJSP;G1;0;146;0;;;179
02 familia sucessoes de bauru - tjsp;Estadual;TJSP;G1;0;146;0;;;179
02 familia sucessoes de osasco - tjsp;Estadual;TJSP;G1;0;146;0;;;179
02 familia sucessoes de piracicaba - tjsp;Estadual;TJSP;G1;0;146;0;;;179
02 familia sucessoes de santo andre - tjsp;Estadual;TJSP;G1;0;146;0;;;179
1� vara mista de pombal - tjpb;Estadual;TJPB;JE;26;501;0;;;179
1ª vara dos feitos de rel. de cons. civeis e comerciais de alagoinhas - tjba;Estadual;TJBA;G1;0;146;0;;;179
2� vara mista de catol� do rocha - tjpb;Estadual;TJPB;G1;0;146;0;;;179
25ª vara cível - tjmg;Estadual;TJMG;G1;0;146;0;;;179
2ª turma recursal do grupo jurisdicional de uberaba da comarca de uberaba - tjmg;Estadual;TJMG;TR;49;763;0;;;179
2ª vara de família  e registro civil da comarca de paulista - tjpe;Estadual;TJPE;G1;0;146;0;;;179
4ª vara de família - porto alegre - tjrs;Estadual;TJRS;G1;0;146;0;;;179
5� vara regional de mangabeira - tjpb;Estadual;TJPB;G1;0;146;0;;;179
7ª vara de família e registro civil da capital - tjpe;Estadual;TJPE;G1;0;146;0;;;179
9ª vara de família e registro civil da capital - tjpe;Estadual;TJPE;G1;0;146;0;;;179
centro judiciário de solução de conflitos e cidadania da comarca de goiana - tjpe;Estadual;TJPE;G1;0;146;0;;;179
gab. 04 - 5ª câmara de direito civil - tjsc;Estadual;TJSC;G2;36;694;0;;;179
vara da família de timon - tjma;Estadual;TJMA;G1;0;146;0;;;179
vara de família, sucessões e juizado da infância e juventude - alegrete - tjrs;Estadual;TJRS;G1;0;146;0;;;179
vara de sucess�es de campina grande - tjpb;Estadual;TJPB;G1;0;146;0;;;179
vara judicial da comarca de santa bárbara do sul - tjrs;Estadual;TJRS;G1;26;647;0;;;179
vara �nica da comarca de tijucas - pg3 - tjsc;Estadual;TJSC;G1;0;146;0;;;179
008 - gabinete des. fabio clem de oliveira - tjes;Estadual;TJES;G2;36;652;4;;;18
014 - gabinete des. dair josé bregunce de oliveira - tjes;Estadual;TJES;G2;36;652;4;;;18
023 - gabinete des. ewerton schwab pinto júnior - tjes;Estadual;TJES;G2;36;652;4;;;18
1? juizado especial c?vel de taguatinga - tjdft;Estadual;TJDFT;JE;26;506;-1;;;18
14º juizado especial cível - tjrn;Estadual;TJRN;JE;26;506;-1;;;18
1ª vara cível da comarca de blumenau - tjsc;Estadual;TJSC;G1;0;277;4;;;18
1ª vara cível da comarca de canoas  - tjrs;Estadual;TJRS;G1;26;547;-1;;;18
segunda vara da fazenda p�blica da comarca da capital - tjsc;Estadual;TJSC;G1;0;313;0;;22;358
2? vara c?vel de ?guas claras - tjdft;Estadual;TJDFT;G1;0;277;-1;;;18
21ª câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;652;4;;;18
ivaiporã - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial - tjpr;Estadual;TJPR;G1;0;32;-1;;-1;16
2ª vara cível - carazinho - tjrs;Estadual;TJRS;G1;0;277;4;;;18
2ª vara cível da comarca de governador valadares - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível da comarca de lavras - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível da comarca de ribeirão das neves - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível da comarca de são lourenço - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível da comarca de timóteo - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível, criminal e da infância e da juventude da comarca de congonhas - tjmg;Estadual;TJMG;G1;0;277;4;;;18
2ª vara cível, criminal e da infância e da juventude da comarca de esmeraldas - tjmg;Estadual;TJMG;G1;26;511;4;;;18
2ª vara cível, criminal e de execuções penais da comarca de joão pinheiro - tjmg;Estadual;TJMG;G1;0;331;-1;;;18
2ª vara da comarca de ibirama - tjsc;Estadual;TJSC;G1;26;482;4;;;18
9ª vara da fazenda publica da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;32;-1;;-1;234
1ª vara da fazenda pública estadual - tjam;Estadual;TJAM;G1;0;32;-1;;38;234
2ª vara judicial da comarca de santa vitória do palmar - tjrs;Estadual;TJRS;JE;26;458;4;;;18
3ª  câmara cível - porto alegre - tjrs;Estadual;TJRS;G2;36;689;-1;;;18
3ª vara cível da comarca de balneário camboriú - tjsc;Estadual;TJSC;G1;0;277;4;;;18
3ª vara cível do foro central da comarca de porto alegre - tjrs;Estadual;TJRS;G1;0;277;-1;;;18
5ª câmara cível em composição reduzida - tjpr;Estadual;TJPR;G2;36;734;-1;;;18
7ª câmara cível - tjmg;Estadual;TJMG;G2;35;657;-1;;;18
8ª vara cível da comarca de uberlândia - tjmg;Estadual;TJMG;G1;0;277;4;;;18
união da vitória - 1ª vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;-1;;38;426
central de administração - comarca de vila bela - sdcr - tjmt;Estadual;TJMT;G1;26;569;4;;;18
gab. 02 - 4ª câmara de direito público - tjsc;Estadual;TJSC;G2;36;652;4;;;18
gab. 03 - 1ª câmara de direito civil - tjsc;Estadual;TJSC;G2;36;652;4;;;18
gab. 04 - 4ª câmara de direito público - tjsc;Estadual;TJSC;G2;36;720;4;;;18
gab. des. dirceu dos santos - sdcr - tjmt;Estadual;TJMT;G2;36;652;4;;;18
gab. des. francisco josé moesch - tjrs;Estadual;TJRS;G2;36;652;4;;;18
gab. des. luiz carlos da costa - sdcr - tjmt;Estadual;TJMT;G2;36;652;4;;;18
gab. des. miguel ângelo da silva - tjrs;Estadual;TJRS;G2;36;652;4;;;18
guarapari - 1º juizado especial criminal/faz. pública - tjes;Estadual;TJES;JE;26;588;4;;;18
ibiporã - vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;-1;;67;285
londrina - 2ª vara da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;-1;;9;234
almirante tamandaré - 1ª vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;2;;-1;16
dois vizinhos - vara cível, da fazenda pública, acidentes do trabalho, registros públicos e corregedoria do foro extrajudicial, juizado especial cível e juizado especial da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;2;;21;16
umuarama - 1ª vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;2;;38;285
pato branco - 2ª vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;32;2;;38;426
fazenda publica de sao carlos - tjsp;Estadual;TJSP;G1;0;32;2;;7;16
03 fazenda publica de santos - tjsp;Estadual;TJSP;G1;0;32;2;;7;234
quarta vara cível - comarca de várzea grande - sdcr - tjmt;Estadual;TJMT;G1;0;277;4;;;18
06 fazenda publica de central - tjsp;Estadual;TJSP;G1;0;32;2;;7;234
3ª vara da fazenda pública do foro central da comarca de porto alegre - tjrs;Estadual;TJRS;G1;0;32;2;;7;234
unidade jurisdicional única do juizado especial de frutal da comarca de frutal - tjmg;Estadual;TJMG;JE;26;645;4;;;18
unidade jurisdicional única do juizado especial de leopoldina da comarca de leopoldina - tjmg;Estadual;TJMG;JE;26;588;4;;;18
unidade jurisdicional única do juizado especial de sete lagoas da comarca de sete lagoas - tjmg;Estadual;TJMG;JE;26;645;4;;;18
vara - jesp do juizado especial de cássia da comarca de cássia - tjmg;Estadual;TJMG;JE;26;588;4;;;18
vara - jesp do juizado especial de congonhas da comarca de congonhas - tjmg;Estadual;TJMG;JE;26;645;-1;;;18
vara da fazenda p�blica, execu��es fiscais, acidentes do trabalho e registros p�blicos da comarca de itaja� - tjsc;Estadual;TJSC;G1;0;320;0;;37;146
vara única da comarca de águas formosas - tjmg;Estadual;TJMG;G1;26;588;4;;;18
vara única da comarca de ervália - tjmg;Estadual;TJMG;JE;26;588;4;;;18
vara única da comarca de lambari - tjmg;Estadual;TJMG;JE;26;599;-1;;;18
vara única da comarca de pratápolis - tjmg;Estadual;TJMG;JE;26;588;4;;;18
vara única da comarca de presidente getúlio - tjsc;Estadual;TJSC;JE;26;563;4;;;18
vara única da comarca de rio paranaíba - tjmg;Estadual;TJMG;G1;26;599;-1;;;18
02 civel de pindamonhangaba - tjsp;Estadual;TJSP;G1;0;147;-1;;;180
02 fazenda publica de sao bernardo do campo - tjsp;Estadual;TJSP;G1;0;322;0;;-1;340
1ª vara judicial - gramado - tjrs;Estadual;TJRS;G1;0;385;-1;;;180
1ª vara mista de cuité - tjpb;Estadual;TJPB;G1;26;582;-1;;;180
3ª vara da fazenda pública e autarquias da comarca de uberlândia - tjmg;Estadual;TJMG;G1;0;325;0;;-1;52
2ª vara mista de itaporanga - tjpb;Estadual;TJPB;G1;26;481;-1;;;180
3ª vara mista de pombal - tjpb;Estadual;TJPB;G1;26;516;-1;;;180
ibiraçu - 1ª vara - tjes;Estadual;TJES;G1;26;469;-1;;;180
laranja da terra - vara única - tjes;Estadual;TJES;G1;26;505;-1;;;180
segunda vara - comarca de vila rica - sdcr - tjmt;Estadual;TJMT;G1;0;147;-1;;;180
toledo - 3ª vara cível e da fazenda pública - tjpr;Estadual;TJPR;G1;0;327;0;;37;341
vara única - comarca de jauru - sdcr - tjmt;Estadual;TJMT;G1;26;638;-1;;;180
vara única da comarca de monte santo de minas - tjmg;Estadual;TJMG;G1;26;526;-1;;;180
vara única da comarca de santa rita de caldas - tjmg;Estadual;TJMG;G1;26;599;-1;;;180
vara única da comarca de turmalina - tjmg;Estadual;TJMG;G1;26;610;-1;;;180
vara única da comarca de turvo - tjsc;Estadual;TJSC;G1;26;595;-1;;;180
vara única de bananeiras - tjpb;Estadual;TJPB;G1;26;580;-1;;;180
vara única de pocinhos - tjpb;Estadual;TJPB;G1;26;458;-1;;;180
02 civel de praia grande - tjsp;Estadual;TJSP;G1;0;23;0;;;181
1 º juizado cível e criminal de maceió - tjal;Estadual;TJAL;JE;26;491;0;;;181
11ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
12ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
12º juizado especial civel e das relações de consumo - tjma;Estadual;TJMA;JE;26;527;0;;;181
12º juizado especial cível e das relações de consumo da capital - tjpe;Estadual;TJPE;JE;26;578;0;;;181
14ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
14ª vara de relacoes de consumo - tjba;Estadual;TJBA;G1;0;29;0;;;181
17ª vara civel da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;23;0;;;181
19ª vara cível da capital - seção a - tjpe;Estadual;TJPE;G1;0;23;0;;;181
19ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
19ª vara de relacoes de consumo - tjba;Estadual;TJBA;G1;0;23;0;;;181
1ª camara de direito privado - tjce;Estadual;TJCE;G2;36;650;0;;;181
1ª turma recursal do grupo jurisdicional de juiz de fora da comarca de juiz de fora - tjmg;Estadual;TJMG;TR;49;765;0;;;181
1ª vara civel da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;23;0;;;181
1ª vara cível da comarca de indaial - tjsc;Estadual;TJSC;G1;0;23;0;;;181
1ª vara cível da comarca de videira - tjsc;Estadual;TJSC;G1;0;23;0;;;181
1ª vara cível e comercial - tjba;Estadual;TJBA;G1;0;23;0;;;181
1ª vara cível e empresarial distrital de icoaraci - tjpa;Estadual;TJPA;G1;0;298;0;;;181
1ª vara da comarca de ibirama - tjsc;Estadual;TJSC;G1;26;550;0;;;181
1ª vara da comarca de jaguaruna - tjsc;Estadual;TJSC;G1;26;479;0;;;181
1ª vara da comarca de pomerode - tjsc;Estadual;TJSC;G1;26;514;0;;;181
1ª vara da comarca de rio negrinho - tjsc;Estadual;TJSC;JE;26;458;0;;;181
1ª vara da comarca de urussanga - tjsc;Estadual;TJSC;G1;26;477;0;;;181
1ª vara do sistema dos juizados- vit. da conquista - tjba;Estadual;TJBA;JE;26;576;0;;;181
1º gabinete da sétima turma recursal - jecrc - capital - tjpe;Estadual;TJPE;TR;49;743;0;;;181
2� vara da comarca de barbalha - tjce;Estadual;TJCE;G1;0;23;0;;;181
20ª vara cível da capital - seção a - tjpe;Estadual;TJPE;G1;0;23;0;;;181
21? vara c?vel de bras?lia - tjdft;Estadual;TJDFT;G1;0;23;0;;;181
27ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
28ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
2ª turma recursal do grupo jurisdicional de juiz de fora da comarca de juiz de fora - tjmg;Estadual;TJMG;TR;49;765;0;;;181
2ª unidade jurisdicional do juizado especial de contagem da comarca de contagem - tjmg;Estadual;TJMG;JE;26;598;0;;;181
2ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
2ª vara cível da comarca de barbacena - tjmg;Estadual;TJMG;G1;0;29;0;;;181
2ª vara cível da comarca de xanxerê - tjsc;Estadual;TJSC;G1;0;23;0;;;181
2ª vara de araioses - tjma;Estadual;TJMA;G1;0;23;0;;;181
2ª vara do juizado especial cível e criminal de marabá - tjpa;Estadual;TJPA;JE;26;563;0;;;181
2ª vara do sistema dos juizados- vit. da conquista - tjba;Estadual;TJBA;JE;26;576;0;;;181
2º juizado especial cível e das relações de consumo da comarca de petrolina - tjpe;Estadual;TJPE;JE;26;522;0;;;181
30ª vara cível da capital - seção a - tjpe;Estadual;TJPE;G1;0;23;0;;;181
30ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
31ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
33ª vara cível da capital - seção a - tjpe;Estadual;TJPE;G1;0;23;0;;;181
33ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
36� vara civel da comarca de fortaleza - tjce;Estadual;TJCE;G1;0;298;0;;;181
3ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
3ª vara cível da comarca de carpina - tjpe;Estadual;TJPE;G1;0;23;0;;;181
3ª vara cível da comarca de ibirité - tjmg;Estadual;TJMG;G1;0;23;0;;;181
3ª vara cível da comarca de passo fundo - tjrs;Estadual;TJRS;G1;0;29;0;;;181
3ª vara cível da comarca de três corações - tjmg;Estadual;TJMG;G1;0;29;0;;;181
3ª vara do sistema dos juizados- vit. da conquista - tjba;Estadual;TJBA;JE;26;576;0;;;181
3º juizado especial cível da comarca de joinville - tjsc;Estadual;TJSC;JE;26;522;0;;;181
4ª vara cível da capital - seção b - tjpe;Estadual;TJPE;G1;0;23;0;;;181
4ª vara cível da comarca de joinville - tjsc;Estadual;TJSC;G1;0;23;0;;;181
4ª vara cível da comarca de passo fundo - tjrs;Estadual;TJRS;G1;0;23;0;;;181
4ª vara cível e empresarial de santarém - tjpa;Estadual;TJPA;G1;0;23;0;;;181
5� unidade de juizado especial civel da comarca de fortaleza - tjce;Estadual;TJCE;JE;26;550;0;;;181
5ª vara cível da comarca de passo fundo - tjrs;Estadual;TJRS;G1;0;23;0;;;181
6ª camara cível - tjgo;Estadual;TJGO;G2;36;713;0;;;181
6ª câmara de direito privado - tjsp;Estadual;TJSP;G2;36;662;0;;;181
6ª vara cível da comarca de joinville - tjsc;Estadual;TJSC;G1;0;23;0;;;181
6º juizado especial cível e das relações de consumo da capital - tjpe;Estadual;TJPE;JE;26;563;0;;;181
7ª câmara de direito privado - tjsp;Estadual;TJSP;G2;36;662;0;;;181
8ª vara cível da capital - seção a - tjpe;Estadual;TJPE;G1;0;23;0;;;181
8ª vara cível de campina grande - tjpb;Estadual;TJPB;G1;0;23;0;;;181
aracruz - 2ª vara cível, família e de órfãos e sucessões - tjes;Estadual;TJES;G1;0;23;0;;;181
central de administração - comarca de alta floresta - sdcr - tjmt;Estadual;TJMT;JE;26;537;0;;;181
curitiba - 11º juizado especial cível e criminal - tjpr;Estadual;TJPR;JE;26;458;0;;;181
curitiba - 23ª vara cível - tjpr;Estadual;TJPR;G1;0;23;0;;;181
curitiba - 25ª vara cível - tjpr;Estadual;TJPR;G1;0;23;0;;;181
edinea oliveira tavares - tjpa;Estadual;TJPA;G2;36;713;0;;;181
gab. 01 - 5ª câmara de direito comercial - tjsc;Estadual;TJSC;G2;36;668;0;;;181
gab. 03 - 6ª câmara de direito civil - tjsc;Estadual;TJSC;G2;36;662;0;;;181
gab. des. fábio eugênio dantas de oliveira lima - tjpe;Estadual;TJPE;G2;36;713;0;;;181
gab. des. francisco manoel tenorio dos santos - tjpe;Estadual;TJPE;G2;36;713;0;;;181
gab. des. guiomar teodoro borges - sdcr - tjmt;Estadual;TJMT;G2;36;713;0;;;181
gab. des. joão ferreira filho - sdcr - tjmt;Estadual;TJMT;G2;36;713;0;;;181
gab. des. jones figueirêdo - tjpe;Estadual;TJPE;G2;36;713;0;;;181
gab. des. josé carlos patriota malta - tjpe;Estadual;TJPE;G2;36;704;0;;;181
gab. des. josé fernandes - tjpe;Estadual;TJPE;G2;36;713;0;;;181
gabinete des. alexandre miguel - tjro;Estadual;TJRO;G2;36;713;0;;;181
gabinete des. delintro belo de almeida filho - tjgo;Estadual;TJGO;G2;36;650;0;;;181
gabinete des. francisco vildon jose valente - tjgo;Estadual;TJGO;G2;36;650;0;;;181
gabinete des. marcus da costa ferreira - tjgo;Estadual;TJGO;G2;36;650;0;;;181
gabinete des. olavo junqueira de andrade - tjgo;Estadual;TJGO;G2;36;704;0;;;181
gabinete desa maria das graças carneiro requi - tjgo;Estadual;TJGO;G2;36;650;0;;;181
juizado especial c?vel de planaltina - tjdft;Estadual;TJDFT;JE;26;550;0;;;181
